"gid","funderid","fundername","awardid"
"1838","https://openalex.org/F4320321001","National Natural Science Foundation of China","62204048"
"1839","https://openalex.org/F4320332161","National Institutes of Health","P01CA163227"
"1840","https://openalex.org/F4320306078","U.S. Department of Defense","W81XWH-18-2-0018"
"1841","https://openalex.org/F4320332161","National Institutes of Health","R37CA233658"
"1842","https://openalex.org/F4320306078","U.S. Department of Defense","W81XWH-18-2-0016"
"1843","https://openalex.org/F4320306078","U.S. Department of Defense","W81XWH-18-2-0019"
"1844","https://openalex.org/F4320306078","U.S. Department of Defense","W81XWH-18-2-0013"
"1845","https://openalex.org/F4320306078","U.S. Department of Defense","W81XWH-18-2-0015"
"1846","https://openalex.org/F4320306078","U.S. Department of Defense","W81XWH-19-1-0279"
"1847","https://openalex.org/F4320306078","U.S. Department of Defense","W81XWH-14-2-0183"
"1848","https://openalex.org/F4320306078","U.S. Department of Defense","W81XWH-18-2-0017"
"1849","https://openalex.org/F4320332161","National Institutes of Health","R01CA258634"
"1850","https://openalex.org/F4320332161","National Institutes of Health","R01CA279528"
"1851","https://openalex.org/F4320337345","Office of Naval Research","N00014-17-1-2087"
"1852","https://openalex.org/F4320337345","Office of Naval Research","N00014-20-1-2043"
"1853","https://openalex.org/F4320337345","Office of Naval Research","N00014-22-1-2160"
"1854","https://openalex.org/F4320322225","Linköpings Universitet","200900971"
"1855","https://openalex.org/F4320322942","Chinese University of Hong Kong","4442384"
"1856","https://openalex.org/F4320322327","Knut och Alice Wallenbergs Stiftelse","2016.0059"
"1857","https://openalex.org/F4320321592","Research Grants Council, University Grants Committee","14303519"
"1858","https://openalex.org/F4320322725","China Scholarship Council","201708370115"
"1859","https://openalex.org/F4320337345","Office of Naval Research","N00014-22-1-2178"
"1860","https://openalex.org/F4320306076","National Science Foundation","MRI-1725969"
"1861","https://openalex.org/F4320337480","Basic Energy Sciences","DE-SC0019281"
"1862","https://openalex.org/F4320306076","National Science Foundation","2134715"
"1863","https://openalex.org/F4320306076","National Science Foundation","NNCI-1542153"
"1864","https://openalex.org/F4320306076","National Science Foundation","DMR-1720530"
"1865","https://openalex.org/F4320337480","Basic Energy Sciences","DE-SC0022050"
"1866","https://openalex.org/F4320332186","Defense Threat Reduction Agency","HDTRA241074"
"1867","https://openalex.org/F4320321505","Generalitat de Catalunya","2021 SGR 01464"
"1868","https://openalex.org/F4320322930","Ministerio de Ciencia e Innovación","MCIN/AEI/10.13039/501100011033"
"1869","https://openalex.org/F4320338438","HORIZON EUROPE Marie Sklodowska-Curie Actions","894227"
"1870","https://openalex.org/F4320322120","National Research Foundation of Korea","RS-2024-00352256"
"1871","https://openalex.org/F4320338448","HORIZON EUROPE European Innovation Council","965018-BIOCELLPHE"
"1872","https://openalex.org/F4320322120","National Research Foundation of Korea","2020R1A5A1018052"
"1873","https://openalex.org/F4320322724","Ministry of Education, India","F11/9/2019-U3(A)"
"1874","https://openalex.org/F4320306076","National Science Foundation","1648451"
"1875","https://openalex.org/F4320306076","National Science Foundation","CBET-2316285"
"1876","https://openalex.org/F4320322930","Ministerio de Ciencia e Innovación","PID2022-138724NB-I00"
"1877","https://openalex.org/F4320332161","National Institutes of Health","R21AI178217"
"1878","https://openalex.org/F4320321024","Defence Research and Development Organisation","#ERIP/ER/1501138/M/01/319/D(R&D)"
"1879","https://openalex.org/F4320306076","National Science Foundation","CBET-2224610"
"1880","https://openalex.org/F4320337480","Basic Energy Sciences","DE-SC0020320"
"1881","https://openalex.org/F4320337480","Basic Energy Sciences","DE-FG02-04ER15513"
"1882","https://openalex.org/F4320334632","Science and Technology Facilities Council","ST/R001464/1"
"1883","https://openalex.org/F4320334632","Science and Technology Facilities Council","ST/V000268/1"
"1884","https://openalex.org/F4320334632","Science and Technology Facilities Council","ST/X005933/1"
"1885","https://openalex.org/F4320334632","Science and Technology Facilities Council","ST/T000198/1"
"1886","https://openalex.org/F4320334632","Science and Technology Facilities Council","ST/V00087X/1"
"1887","https://openalex.org/F4320306101","National Aeronautics and Space Administration","80GSFC21M0002"
"1888","https://openalex.org/F4320334678","European Research Council","No. 101045437"
"1889","https://openalex.org/F4320331528","Ministero dell'Università e della Ricerca","R20L5S39T9"
"1890","https://openalex.org/F4320337345","Office of Naval Research","N00014-19-1-2453"
"1891","https://openalex.org/F4320320883","Agence Nationale de la Recherche","ANR-16-CE07-0024"
"1892","https://openalex.org/F4320306076","National Science Foundation","ECCS-2026822"
"1893","https://openalex.org/F4320306076","National Science Foundation","DMR 1627428"
"1894","https://openalex.org/F4320320879","Deutsche Forschungsgemeinschaft","MA 3342/6-1"
"1895","https://openalex.org/F4320320879","Deutsche Forschungsgemeinschaft","456522816"
"1896","https://openalex.org/F4320336807","National Natural Science Foundation of China-China Academy of General Technology Joint Fund for Basic Research","12104203"
"1897","https://openalex.org/F4320337345","Office of Naval Research","N00014-19-1-2384"
"1898","https://openalex.org/F4320306076","National Science Foundation","2212050"
"1899","https://openalex.org/F4320322769","Natural Science Foundation of Jiangsu Province","BK20201246"
"1900","https://openalex.org/F4320335787","Fundamental Research Funds for the Central Universities","021314380213"
"1901","https://openalex.org/F4320335777","National Key Research and Development Program of China","2020YFA0711504"
"1902","https://openalex.org/F4320321001","National Natural Science Foundation of China","11874207"
"1903","https://openalex.org/F4320338279","Air Force Office of Scientific Research","FA9550-22-1-0523"
"1904","https://openalex.org/F4320321001","National Natural Science Foundation of China","52250051"
"1905","https://openalex.org/F4320306084","U.S. Department of Energy","DE-SC0022078"
"1906","https://openalex.org/F4320337345","Office of Naval Research","N00014-20-1-2681"
"1907","https://openalex.org/F4320310071","Indian Institute of Science","start-up grant"
"1908","https://openalex.org/F4320338279","Air Force Office of Scientific Research","FA9550-18-1-0062"
"1909","https://openalex.org/F4320306076","National Science Foundation","2138286"
"1910","https://openalex.org/F4320306076","National Science Foundation","2138307"
"1911","https://openalex.org/F4320306076","National Science Foundation","2137603"
"1912","https://openalex.org/F4320337345","Office of Naval Research","N00014-22-1-2673"
"1913","https://openalex.org/F4320321001","National Natural Science Foundation of China","2138296"
"1914","https://openalex.org/F4320334627","Engineering and Physical Sciences Research Council","EP/V055232/1"
"1915","https://openalex.org/F4320337480","Basic Energy Sciences","DE-SC0018331"
"1916","https://openalex.org/F4320321921","Natural Science Foundation of Guangdong Province","2021A1515010049"
"1917","https://openalex.org/F4320321001","National Natural Science Foundation of China","11904156"
"1918","https://openalex.org/F4320306076","National Science Foundation","DMR-2344734"
"1919","https://openalex.org/F4320306076","National Science Foundation","DMR-1939528"
"1920","https://openalex.org/F4320321878","Natural Science Foundation of Fujian Province","2023J02032"
"1921","https://openalex.org/F4320338281","Army Research Office","W911NF2210287"
"1922","https://openalex.org/F4320309612","Natural Science Foundation of Shanghai","20ZR1436500"
"1923","https://openalex.org/F4320306076","National Science Foundation","2328991"
"1924","https://openalex.org/F4320306076","National Science Foundation","1461499"
"1925","https://openalex.org/F4320306076","National Science Foundation","2151945"
"1926","https://openalex.org/F4320306076","National Science Foundation","2112550"
"1927","https://openalex.org/F4320338281","Army Research Office","W911NF-21-1-0126"
"1928","https://openalex.org/F4320306084","U.S. Department of Energy","DE-SC0019212"
"1929","https://openalex.org/F4320337345","Office of Naval Research","N000142112124"
"1930","https://openalex.org/F4320321543","China Postdoctoral Science Foundation","2022M712524"
"1931","https://openalex.org/F4320321001","National Natural Science Foundation of China","52276161"
"1932","https://openalex.org/F4320327720","Foundation for Innovative Research Groups of the National Natural Science Foundation of China","52273296"
"1933","https://openalex.org/F4320306084","U.S. Department of Energy","DE-AC02-07CH11358"
"1934","https://openalex.org/F4320337345","Office of Naval Research","N00014-14-1-0474"
"1935","https://openalex.org/F4320320300","European Commission","101046911"
"1936","https://openalex.org/F4320306076","National Science Foundation","DMR-2237674"
"1937","https://openalex.org/F4320326762","Nemzeti Kutatási Fejlesztési és Innovációs Hivatal","2022-2.1.1-NL-2022-0000"
"1938","https://openalex.org/F4320321001","National Natural Science Foundation of China","52172136"
"1939","https://openalex.org/F4320334627","Engineering and Physical Sciences Research Council","EP/R02927X/1"
"1940","https://openalex.org/F4320320879","Deutsche Forschungsgemeinschaft","SA 2585/5-1"
"1941","https://openalex.org/F4320332999","Horizon 2020 Framework Programme","101002868"
"1942","https://openalex.org/F4320332369","National Nuclear Security Administration","E-NA-0004091"
"1943","https://openalex.org/F4320306076","National Science Foundation","DMR-2112653"
"1944","https://openalex.org/F4320334632","Science and Technology Facilities Council","ST/V000527/1"
"1945","https://openalex.org/F4320320879","Deutsche Forschungsgemeinschaft","Research Unit FOR5528"
"1946","https://openalex.org/F4320321001","National Natural Science Foundation of China","12241103"
"1947","https://openalex.org/F4320338281","Army Research Office","W911NF-23-1-0118"
"1948","https://openalex.org/F4320306076","National Science Foundation","DMS-1907667"
"1949","https://openalex.org/F4320334678","European Research Council","101045437"
"1950","https://openalex.org/F4320338281","Army Research Office","W911NF2220191"
"1951","https://openalex.org/F4320326189","Taishan Scholar Project of Shandong Province","tsqnz20221163"
"1952","https://openalex.org/F4320324174","Natural Science Foundation of Shandong Province","ZR2022MA011"
"1953","https://openalex.org/F4320338294","Air Force Research Laboratory","FA8651-22-1-0012"
"1954","https://openalex.org/F4320306084","U.S. Department of Energy","DE-SC0024924"
"1955","https://openalex.org/F4320335777","National Key Research and Development Program of China","2022YFE0128700"
"1956","https://openalex.org/F4320321001","National Natural Science Foundation of China","21933001"
"1957","https://openalex.org/F4320322919","Natural Science Foundation of Beijing Municipality","2222009"
"1958","https://openalex.org/F4320306076","National Science Foundation","CAREER CBET-2239004"
"1959","https://openalex.org/F4320337345","Office of Naval Research","N00014- 23-1-2630"
"1960","https://openalex.org/F4320321878","Natural Science Foundation of Fujian Province","2022J011127"
"1961","https://openalex.org/F4320320751","Ministry of Education - Singapore","A-8000190-01-00"
"1962","https://openalex.org/F4320338281","Army Research Office","MURI W911NF2020166"
"1963","https://openalex.org/F4320337361","National Institute of Environmental Health Sciences","1R01ES030948-01"
